ツモ,対応地形数,使用ミノ,未使用ミノ,テト譜
JTJILSO,0,TILJSO;TLJJSO;TILJJS;TILJJO;TIJJSO,J;I;O;S;L,
JZJTSOL,7,TLJJSO;TLJJSZ;TJJSZO,Z;O;L,v115@9gA8ilh0R4C8glAth0R4D8Bth0wwE8Ath0ywC8JeAg?WGA03ntCqCBAA;v115@9gA8h0ilR4C8h0glAtR4D8h0BtwwE8h0AtywC8JeAg?WGA03ntCqCBAA;v115@9gA8ilQ4ywC8glAtg0R4wwD8Bth0Q4E8Atk0C8JeAg?WGAq3ntC0CBAA;v115@9gA8ilh0R4C8ywg0R4D8i0BtE8glwwh0BtC8JeAgWG?A6f/wCzCBAA;v115@9gA8ilh0R4C8j0R4D8Bth0wwE8glBtywC8JeAgWGA0?HkPCqCBAA;v115@9gA8ilQ4ywC8i0R4wwD8Bth0Q4E8glBti0C8JeAgWG?AqHkPC0CBAA;v115@9gA8ilh0R4C8i0ywD8Bth0wwE8glBtg0R4C8JeAgWG?A6uPPCzCBAA
JTJILOS,1,TILJSO;TLJJSO;TILJJS;TILJJO;TIJJSO;ILJJSO,J;I;O;S;L;T,v115@9gA8h0glRpR4C8h0zhD8h0glRpE8h0hlR4C8JeAgWG?AKe/VCPNBAA
JZJTSLO,14,TLJJSZ;TLJJZO;LJJSZO,O;S;T,v115@9gA8ilh0R4C8glAth0R4D8Bth0wwE8Ath0ywC8JeAg?WGA03ntCqCBAA;v115@9gA8h0ilR4C8h0glAtR4D8h0BtwwE8h0AtywC8JeAg?WGA03ntCqCBAA;v115@9gA8Q4i0ywC8R4ilwwD8g0Q4glBtE8j0BtC8JeAgWG?A6/rtC0/AAA;v115@9gA8glRph0R4C8glRpg0R4D8i0BtE8hlh0BtC8JeAg?WGA6f/VCTHBAA;v115@9gA8ilQ4ywC8glAtg0R4wwD8Bth0Q4E8Atk0C8JeAg?WGAq3ntC0CBAA;v115@9gA8Rpglh0R4C8ilg0R4D8i0BtE8Rph0BtC8JeAgWG?A6fntCMHBAA;v115@9gA8ywh0R4C8ilg0R4D8i0BtE8glwwh0BtC8JeAgWG?A6f/VCzOBAA;v115@9gA8ilh0R4C8ywg0R4D8i0BtE8glwwh0BtC8JeAgWG?A6f/wCzCBAA;v115@9gA8h0ywR4C8g0ilR4D8i0BtE8g0glg0wwBtC8JeAg?WGA6f/VCzOBAA;v115@9gA8hlywR4C8j0R4D8g0glg0BtE8g0glg0wwBtC8Je?AgWGA6fntCsOBAA;v115@9gA8h0R4ywC8g0R4ilD8Bti0E8g0Btglg0wwC8JeAg?WGA6/TPCzOBAA;v115@9gA8ilh0R4C8j0R4D8Bth0wwE8glBtywC8JeAgWGA0?HkPCqCBAA;v115@9gA8ilQ4ywC8i0R4wwD8Bth0Q4E8glBti0C8JeAgWG?AqHkPC0CBAA;v115@9gA8ilh0R4C8i0ywD8Bth0wwE8glBtg0R4C8JeAgWG?A6uPPCzCBAA
JJZTSLO,12,TLJJSZ;TLJJZO;LJJSZO,O;S;T,v115@9gA8ilh0R4C8glAth0R4D8Bth0wwE8Ath0ywC8JeAg?WGA03ntCqCBAA;v115@9gA8h0ilR4C8h0glAtR4D8h0BtwwE8h0AtywC8JeAg?WGA03ntCqCBAA;v115@9gA8Q4i0ywC8R4ilwwD8g0Q4glBtE8j0BtC8JeAgWG?A6/rtC0/AAA;v115@9gA8glRph0R4C8glRpg0R4D8i0BtE8hlh0BtC8JeAg?WGA6f/VCTHBAA;v115@9gA8ilQ4ywC8glAtg0R4wwD8Bth0Q4E8Atk0C8JeAg?WGAq3ntC0CBAA;v115@9gA8Rpglh0R4C8ilg0R4D8i0BtE8Rph0BtC8JeAgWG?A6fntCMHBAA;v115@9gA8ywh0R4C8ilg0R4D8i0BtE8glwwh0BtC8JeAgWG?A6f/VCzOBAA;v115@9gA8ilh0R4C8ywg0R4D8i0BtE8glwwh0BtC8JeAgWG?A6f/wCzCBAA;v115@9gA8h0ywR4C8g0ilR4D8i0BtE8g0glg0wwBtC8JeAg?WGA6f/VCzOBAA;v115@9gA8hlywR4C8j0R4D8g0glg0BtE8g0glg0wwBtC8Je?AgWGA6fntCsOBAA;v115@9gA8h0R4ywC8g0R4ilD8Bti0E8g0Btglg0wwC8JeAg?WGA6/TPCzOBAA;v115@9gA8ilQ4ywC8i0R4wwD8Bth0Q4E8glBti0C8JeAgWG?AqHkPC0CBAA
JTJIOLS,2,TILJSO;TLJJSO;TILJJS;TILJJO;TIJJSO;ILJJSO,J;I;O;S;L;T,v115@9gA8RpR4ilC8RpzhD8g0R4g0glE8l0C8JeAgWGAqPF?gCzCBAA;v115@9gA8whRpg0glR4C8whRpi0D8whg0ilE8whi0R4C8Je?AgWGAKeHgCMNBAA
JJZTSOL,5,TLJJSO;TLJJSZ;TJJSZO,Z;O;L,v115@9gA8ilh0R4C8glAth0R4D8Bth0wwE8Ath0ywC8JeAg?WGA03ntCqCBAA;v115@9gA8h0ilR4C8h0glAtR4D8h0BtwwE8h0AtywC8JeAg?WGA03ntCqCBAA;v115@9gA8ilQ4ywC8glAtg0R4wwD8Bth0Q4E8Atk0C8JeAg?WGAq3ntC0CBAA;v115@9gA8ilh0R4C8ywg0R4D8i0BtE8glwwh0BtC8JeAgWG?A6f/wCzCBAA;v115@9gA8ilQ4ywC8i0R4wwD8Bth0Q4E8glBti0C8JeAgWG?AqHkPC0CBAA
JTJOILS,2,TILJSO;TLJJSO;TILJJS;TILJJO;TIJJSO;ILJJSO,J;I;O;S;L;T,v115@9gA8RpR4ilC8RpzhD8g0R4g0glE8l0C8JeAgWGAqPF?gCzCBAA;v115@9gA8whRpg0glR4C8whRpi0D8whg0ilE8whi0R4C8Je?AgWGAKeHgCMNBAA
JJZTOSL,3,TLJJSO;TLJJSZ;TJJSZO,Z;O;L,v115@9gA8ilh0R4C8glAth0R4D8Bth0wwE8Ath0ywC8JeAg?WGA03ntCqCBAA;v115@9gA8h0ilR4C8h0glAtR4D8h0BtwwE8h0AtywC8JeAg?WGA03ntCqCBAA;v115@9gA8ilh0R4C8ywg0R4D8i0BtE8glwwh0BtC8JeAgWG?A6f/wCzCBAA
JJZOTSL,4,TLJJSZ;TJJSZO;LJJSZO,O;L;T,v115@9gA8ilh0R4C8glRpg0R4D8g0RpBtE8j0BtC8JeAgWG?A6vaPCzCBAA;v115@9gA8ilh0R4C8ywg0R4D8i0BtE8glwwh0BtC8JeAgWG?A6f/wCzCBAA;v115@9gA8ilh0R4C8Rph0R4D8Rpg0BtE8gli0BtC8JeAgWG?A6vaPCzCBAA;v115@9gA8ilg0AtR4C8Rpj0D8Rpg0BtE8glh0AtR4C8JeAg?WGAKnPFDzCBAA
JJOZTSL,3,TLJJZO;TJJSZO;LJJSZO,S;L;T,v115@9gA8ilh0R4C8glRpg0R4D8g0RpBtE8j0BtC8JeAgWG?A6vaPCzCBAA;v115@9gA8ilh0R4C8Rph0R4D8Rpg0BtE8gli0BtC8JeAgWG?A6vaPCzCBAA;v115@9gA8ilg0AtR4C8Rpj0D8Rpg0BtE8glh0AtR4C8JeAg?WGAKnPFDzCBAA
JOJZTSL,3,TLJJZO;TJJSZO;LJJSZO,S;L;T,v115@9gA8ilh0R4C8glRpg0R4D8g0RpBtE8j0BtC8JeAgWG?A6vaPCzCBAA;v115@9gA8ilh0R4C8Rph0R4D8Rpg0BtE8gli0BtC8JeAgWG?A6vaPCzCBAA;v115@9gA8ilg0AtR4C8Rpj0D8Rpg0BtE8glh0AtR4C8JeAg?WGAKnPFDzCBAA
JOJTZSL,2,TLJJSO;TLJSZO;TLJJSZ;TJJSZO;LJJSZO,Z;J;O;L;T,v115@9gA8h0ilR4C8h0glAtR4D8h0BtwwE8h0AtywC8JeAg?WGA03ntCqCBAA;v115@9gA8ilg0AtR4C8Rpj0D8Rpg0BtE8glh0AtR4C8JeAg?WGAKnPFDzCBAA
JJOTZSL,2,TLJJSO;TLJSZO;TLJJSZ;TJJSZO;LJJSZO,Z;J;O;L;T,v115@9gA8h0ilR4C8h0glAtR4D8h0BtwwE8h0AtywC8JeAg?WGA03ntCqCBAA;v115@9gA8ilg0AtR4C8Rpj0D8Rpg0BtE8glh0AtR4C8JeAg?WGAKnPFDzCBAA
JJTOZSL,3,TLJJSO;TLJSZO;TLJJSZ;TJJSZO;LJJSZO,Z;J;O;L;T,v115@9gA8ilh0R4C8glAth0R4D8Bth0wwE8Ath0ywC8JeAg?WGA03ntCqCBAA;v115@9gA8h0ilR4C8h0glAtR4D8h0BtwwE8h0AtywC8JeAg?WGA03ntCqCBAA;v115@9gA8ilg0AtR4C8Rpj0D8Rpg0BtE8glh0AtR4C8JeAg?WGAKnPFDzCBAA
JJTZOSL,2,TLJJSO;TLJSZO;TLJJSZ;TJJSZO,Z;J;O;L,v115@9gA8ilh0R4C8glAth0R4D8Bth0wwE8Ath0ywC8JeAg?WGA03ntCqCBAA;v115@9gA8h0ilR4C8h0glAtR4D8h0BtwwE8h0AtywC8JeAg?WGA03ntCqCBAA
JJTZSOL,3,TLJJSO;TLJJSZ;TJJSZO,Z;O;L,v115@9gA8ilh0R4C8glAth0R4D8Bth0wwE8Ath0ywC8JeAg?WGA03ntCqCBAA;v115@9gA8h0ilR4C8h0glAtR4D8h0BtwwE8h0AtywC8JeAg?WGA03ntCqCBAA;v115@9gA8ilQ4ywC8glAtg0R4wwD8Bth0Q4E8Atk0C8JeAg?WGAq3ntC0CBAA
JSTZOIJ,6,TIJJZO;TIJSZO;TJJSZO,S;J;I,v115@9gA8g0zhR4C8i0AtR4D8RpBtwwE8RpAtywC8JeAgWG?AUnLuCK+AAA;v115@9gA8h0RpywC8g0zhwwD8g0R4BtE8R4RpBtC8JeAgWG?Aat3LCUHBAA;v115@9gA8Q4BtzhC8R4BtRpD8g0Q4ywE8i0wwRpC8JeAgWG?Aq+bgCa+AAA;v115@9gA8whRpBtR4C8whRpwwR4D8whg0ywE8whi0BtC8Je?AgWGAqeltCvXBAA;v115@9gA8whRpBtR4C8whRpwwBtD8whg0ywE8whi0R4C8Je?AgWGAqeNFDPNBAA;v115@9gA8zhywC8RpBtR4D8i0R4E8Rpg0BtwwC8JeAgWGAz?frgCU+AAA
JSTZIOJ,7,TIJJSZ;TIJSZO,O;J,v115@9gA8h0ywR4C8g0RpwwR4D8g0RpBtE8zhBtC8JeAgWG?AauytCqOBAA;v115@9gA8RpywR4C8i0wwR4D8Rpg0BtE8zhBtC8JeAgWGAa?ujPCUHBAA;v115@9gA8g0zhR4C8i0AtR4D8RpBtwwE8RpAtywC8JeAgWG?AUnLuCK+AAA;v115@9gA8h0RpywC8g0zhwwD8g0R4BtE8R4RpBtC8JeAgWG?Aat3LCUHBAA;v115@9gA8Q4BtzhC8R4BtRpD8g0Q4ywE8i0wwRpC8JeAgWG?Aq+bgCa+AAA;v115@9gA8whRpBtR4C8whRpwwR4D8whg0ywE8whi0BtC8Je?AgWGAqeltCvXBAA;v115@9gA8whRpBtR4C8whRpwwBtD8whg0ywE8whi0R4C8Je?AgWGAqeNFDPNBAA
JTOJILS,2,TILJSO;TLJJSO;TILJJS;TILJJO;TIJJSO;ILJJSO,J;I;O;S;L;T,v115@9gA8ilR4h0C8glzhg0D8Rpi0E8RpR4h0C8JeAgWGAv?f3LCMNBAA;v115@9gA8whRpg0glR4C8whRpi0D8whg0ilE8whi0R4C8Je?AgWGAKeHgCMNBAA
JSTZIJO,5,TIJJSZ;TIJJZO;TIJJSO;TIJSZO,O;S;Z;J,v115@9gA8h0ywR4C8g0RpwwR4D8g0RpBtE8zhBtC8JeAgWG?AauytCqOBAA;v115@9gA8RpywR4C8i0wwR4D8Rpg0BtE8zhBtC8JeAgWGAa?ujPCUHBAA;v115@9gA8g0zhR4C8i0AtR4D8RpBtwwE8RpAtywC8JeAgWG?AUnLuCK+AAA;v115@9gA8h0RpywC8g0zhwwD8g0R4BtE8R4RpBtC8JeAgWG?Aat3LCUHBAA;v115@9gA8Q4BtzhC8R4BtRpD8g0Q4ywE8i0wwRpC8JeAgWG?Aq+bgCa+AAA
JSTIZJO,4,TIJJSZ;TIJJZO;TIJJSO;TIJSZO,O;S;Z;J,v115@9gA8RpywR4C8zhR4D8i0BtE8Rpg0wwBtC8JeAgWGA6?vLMCvOBAA;v115@9gA8h0RpywC8g0zhwwD8g0R4BtE8R4RpBtC8JeAgWG?Aat3LCUHBAA;v115@9gA8Q4BtzhC8R4BtRpD8g0Q4ywE8i0wwRpC8JeAgWG?Aq+bgCa+AAA;v115@9gA8RpBtywC8zhR4D8i0R4E8Rpg0BtwwC8JeAgWGAz?PNFDvOBAA
JSTIZOJ,8,TIJSZO,J,v115@9gA8h0ywR4C8g0RpwwR4D8g0RpBtE8zhBtC8JeAgWG?AauytCqOBAA;v115@9gA8RpywR4C8i0wwR4D8Rpg0BtE8zhBtC8JeAgWGAa?ujPCUHBAA;v115@9gA8RpywR4C8zhR4D8i0BtE8Rpg0wwBtC8JeAgWGA6?vLMCvOBAA;v115@9gA8h0RpywC8g0zhwwD8g0R4BtE8R4RpBtC8JeAgWG?Aat3LCUHBAA;v115@9gA8Q4BtzhC8R4BtRpD8g0Q4ywE8i0wwRpC8JeAgWG?Aq+bgCa+AAA;v115@9gA8RpBtywC8zhR4D8i0R4E8Rpg0BtwwC8JeAgWGAz?PNFDvOBAA;v115@9gA8whRpBtR4C8whRpwwR4D8whg0ywE8whi0BtC8Je?AgWGAqeltCvXBAA;v115@9gA8whRpBtR4C8whRpwwBtD8whg0ywE8whi0R4C8Je?AgWGAqeNFDPNBAA
JSTIOZJ,8,TIJSZO,J,v115@9gA8h0ywR4C8g0RpwwR4D8g0RpBtE8zhBtC8JeAgWG?AauytCqOBAA;v115@9gA8RpywR4C8i0wwR4D8Rpg0BtE8zhBtC8JeAgWGAa?ujPCUHBAA;v115@9gA8Q4BtzhC8R4BtRpD8g0Q4ywE8i0wwRpC8JeAgWG?Aq+bgCa+AAA;v115@9gA8RpBtywC8zhR4D8i0R4E8Rpg0BtwwC8JeAgWGAz?PNFDvOBAA;v115@9gA8BtRpywC8h0RpR4D8g0BtR4E8g0zhwwC8JeAgWG?AJtHgC6OBAA;v115@9gA8i0BtR4C8zhR4D8RpywE8Rpg0wwBtC8JeAgWGAv?+LMC6/AAA;v115@9gA8whRpBtR4C8whRpwwR4D8whg0ywE8whi0BtC8Je?AgWGAqeltCvXBAA;v115@9gA8whRpBtR4C8whRpwwBtD8whg0ywE8whi0R4C8Je?AgWGAqeNFDPNBAA
JSTOIZJ,6,TIJJZO;TIJJSO;TIJSZO;TJJSZO,S;Z;J;I,v115@9gA8zhywC8i0BtwwD8Rpg0R4E8RpR4BtC8JeAgWGAT?nPFDU+AAA;v115@9gA8Q4BtzhC8R4BtRpD8g0Q4ywE8i0wwRpC8JeAgWG?Aq+bgCa+AAA;v115@9gA8BtRpywC8h0RpR4D8g0BtR4E8g0zhwwC8JeAgWG?AJtHgC6OBAA;v115@9gA8i0BtR4C8zhR4D8RpywE8Rpg0wwBtC8JeAgWGAv?+LMC6/AAA;v115@9gA8whRpBtR4C8whRpwwR4D8whg0ywE8whi0BtC8Je?AgWGAqeltCvXBAA;v115@9gA8whRpBtR4C8whRpwwBtD8whg0ywE8whi0R4C8Je?AgWGAqeNFDPNBAA
JSOTIZJ,8,TIJJSO;TIJSZO;TJJSZO,Z;J;I,v115@9gA8whg0ywR4C8whi0R4D8whRpBtE8whRpwwBtC8Je?AgWGAaXltCqOBAA;v115@9gA8zhywC8i0BtwwD8Rpg0R4E8RpR4BtC8JeAgWGAT?nPFDU+AAA;v115@9gA8Q4BtzhC8R4BtRpD8g0Q4ywE8i0wwRpC8JeAgWG?Aq+bgCa+AAA;v115@9gA8whg0BtywC8whi0R4D8whRpR4E8whRpBtwwC8Je?AgWGAPdNPC6OBAA;v115@9gA8BtRpywC8h0RpR4D8g0BtR4E8g0zhwwC8JeAgWG?AJtHgC6OBAA;v115@9gA8i0BtR4C8zhR4D8RpywE8Rpg0wwBtC8JeAgWGAv?+LMC6/AAA;v115@9gA8whRpBtR4C8whRpwwR4D8whg0ywE8whi0BtC8Je?AgWGAqeltCvXBAA;v115@9gA8whRpBtR4C8whRpwwBtD8whg0ywE8whi0R4C8Je?AgWGAqeNFDPNBAA
JOSTIZJ,9,TIJJSO;TIJSZO;TJJSZO,Z;J;I,v115@9gA8whg0ywR4C8whi0R4D8whRpBtE8whRpwwBtC8Je?AgWGAaXltCqOBAA;v115@9gA8zhywC8i0R4wwD8Rpg0BtE8RpR4BtC8JeAgWGAa?nntCU+AAA;v115@9gA8zhywC8i0BtwwD8Rpg0R4E8RpR4BtC8JeAgWGAT?nPFDU+AAA;v115@9gA8Q4BtzhC8R4BtRpD8g0Q4ywE8i0wwRpC8JeAgWG?Aq+bgCa+AAA;v115@9gA8whg0BtywC8whi0R4D8whRpR4E8whRpBtwwC8Je?AgWGAPdNPC6OBAA;v115@9gA8BtRpywC8h0RpR4D8g0BtR4E8g0zhwwC8JeAgWG?AJtHgC6OBAA;v115@9gA8i0BtR4C8zhR4D8RpywE8Rpg0wwBtC8JeAgWGAv?+LMC6/AAA;v115@9gA8whRpBtR4C8whRpwwR4D8whg0ywE8whi0BtC8Je?AgWGAqeltCvXBAA;v115@9gA8whRpBtR4C8whRpwwBtD8whg0ywE8whi0R4C8Je?AgWGAqeNFDPNBAA
JOSTIJZ,5,TIJJSZ;TIJJSO;TIJSZO;TJJSZO,O;Z;J;I,v115@9gA8zhywC8i0BtwwD8Rpg0R4E8RpR4BtC8JeAgWGAT?nPFDU+AAA;v115@9gA8Q4BtzhC8R4BtRpD8g0Q4ywE8i0wwRpC8JeAgWG?Aq+bgCa+AAA;v115@9gA8whg0BtywC8whi0R4D8whRpR4E8whRpBtwwC8Je?AgWGAPdNPC6OBAA;v115@9gA8i0BtR4C8zhR4D8RpywE8Rpg0wwBtC8JeAgWGAv?+LMC6/AAA;v115@9gA8whRpBtR4C8whRpwwR4D8whg0ywE8whi0BtC8Je?AgWGAqeltCvXBAA
JSOTIJZ,5,TIJJSZ;TIJJSO;TIJSZO;TJJSZO,O;Z;J;I,v115@9gA8zhywC8i0BtwwD8Rpg0R4E8RpR4BtC8JeAgWGAT?nPFDU+AAA;v115@9gA8Q4BtzhC8R4BtRpD8g0Q4ywE8i0wwRpC8JeAgWG?Aq+bgCa+AAA;v115@9gA8whg0BtywC8whi0R4D8whRpR4E8whRpBtwwC8Je?AgWGAPdNPC6OBAA;v115@9gA8i0BtR4C8zhR4D8RpywE8Rpg0wwBtC8JeAgWGAv?+LMC6/AAA;v115@9gA8whRpBtR4C8whRpwwR4D8whg0ywE8whi0BtC8Je?AgWGAqeltCvXBAA
JSTOIJZ,4,TIJJSZ;TIJJSO;TIJSZO;TJJSZO,O;Z;J;I,v115@9gA8zhywC8i0BtwwD8Rpg0R4E8RpR4BtC8JeAgWGAT?nPFDU+AAA;v115@9gA8Q4BtzhC8R4BtRpD8g0Q4ywE8i0wwRpC8JeAgWG?Aq+bgCa+AAA;v115@9gA8i0BtR4C8zhR4D8RpywE8Rpg0wwBtC8JeAgWGAv?+LMC6/AAA;v115@9gA8whRpBtR4C8whRpwwR4D8whg0ywE8whi0BtC8Je?AgWGAqeltCvXBAA
JSTIOJZ,6,TIJJSZ;TIJJSO;TIJSZO;TJJSZO,O;Z;J;I,v115@9gA8h0ywR4C8g0RpwwR4D8g0RpBtE8zhBtC8JeAgWG?AauytCqOBAA;v115@9gA8RpywR4C8i0wwR4D8Rpg0BtE8zhBtC8JeAgWGAa?ujPCUHBAA;v115@9gA8Q4BtzhC8R4BtRpD8g0Q4ywE8i0wwRpC8JeAgWG?Aq+bgCa+AAA;v115@9gA8RpBtywC8zhR4D8i0R4E8Rpg0BtwwC8JeAgWGAz?PNFDvOBAA;v115@9gA8i0BtR4C8zhR4D8RpywE8Rpg0wwBtC8JeAgWGAv?+LMC6/AAA;v115@9gA8whRpBtR4C8whRpwwR4D8whg0ywE8whi0BtC8Je?AgWGAqeltCvXBAA
JJTZSLO,6,TLJJSO;TLJJSZ;TLJJZO,Z;O;S,v115@9gA8ilh0R4C8glAth0R4D8Bth0wwE8Ath0ywC8JeAg?WGA03ntCqCBAA;v115@9gA8h0ilR4C8h0glAtR4D8h0BtwwE8h0AtywC8JeAg?WGA03ntCqCBAA;v115@9gA8Q4i0ywC8R4ilwwD8g0Q4glBtE8j0BtC8JeAgWG?A6/rtC0/AAA;v115@9gA8ilQ4ywC8glAtg0R4wwD8Bth0Q4E8Atk0C8JeAg?WGAq3ntC0CBAA;v115@9gA8hlywR4C8j0R4D8g0glg0BtE8g0glg0wwBtC8Je?AgWGA6fntCsOBAA;v115@9gA8ilg0AtR4C8l0D8glwwg0BtE8ywAtR4C8JeAgWG?A0fPFDMNBAA
JJTSZLO,9,TLJJSO;TLJJSZ;TLJJZO,Z;O;S,v115@9gA8h0ywR4C8h0glwwR4D8h0glBtE8h0hlBtC8JeAg?WGA6intCqOBAA;v115@9gA8ilh0R4C8glAth0R4D8Bth0wwE8Ath0ywC8JeAg?WGA03ntCqCBAA;v115@9gA8h0ilR4C8h0glAtR4D8h0BtwwE8h0AtywC8JeAg?WGA03ntCqCBAA;v115@9gA8Q4i0ywC8R4ilwwD8g0Q4glBtE8j0BtC8JeAgWG?A6/rtC0/AAA;v115@9gA8ilQ4ywC8glAtg0R4wwD8Bth0Q4E8Atk0C8JeAg?WGAq3ntC0CBAA;v115@9gA8Q4Bthlh0C8R4Btglg0D8g0Q4ywE8i0wwglg0C8?JeAgWGAq+jPCsXBAA;v115@9gA8hlywR4C8j0R4D8g0glg0BtE8g0glg0wwBtC8Je?AgWGA6fntCsOBAA;v115@9gA8BtglQ4ywC8ilR4wwD8g0Btg0Q4E8l0C8JeAgWG?AqvTWC0XBAA;v115@9gA8ilg0AtR4C8l0D8glwwg0BtE8ywAtR4C8JeAgWG?A0fPFDMNBAA
JOTJILS,2,TILJSO;TLJJSO;TILJJS;TILJJO;TIJJSO;ILJJSO,J;I;O;S;L;T,v115@9gA8ilR4h0C8glzhg0D8Rpi0E8RpR4h0C8JeAgWGAv?f3LCMNBAA;v115@9gA8whRpg0glR4C8whRpi0D8whg0ilE8whi0R4C8Je?AgWGAKeHgCMNBAA
JJTSZOL,4,TLJJSO;TLJJSZ;TJJSZO,Z;O;L,v115@9gA8ilh0R4C8glAth0R4D8Bth0wwE8Ath0ywC8JeAg?WGA03ntCqCBAA;v115@9gA8h0ilR4C8h0glAtR4D8h0BtwwE8h0AtywC8JeAg?WGA03ntCqCBAA;v115@9gA8ilQ4ywC8glAtg0R4wwD8Bth0Q4E8Atk0C8JeAg?WGAq3ntC0CBAA;v115@9gA8Q4Bthlh0C8R4Btglg0D8g0Q4ywE8i0wwglg0C8?JeAgWGAq+jPCsXBAA
JOTJISL,1,TLJJSO;TILJSO;TIJJSO;TILJJS;TILJJO;ILJJSO,I;J;L;O;S;T,v115@9gA8ilzhC8glR4i0D8i0RpE8R4g0Rpg0C8JeAgWGAv?vjPCpCBAA
JJTSOZL,4,TLJJSO;TLJSZO;TLJJSZ;TJJSZO,Z;J;O;L,v115@9gA8ilh0R4C8glAth0R4D8Bth0wwE8Ath0ywC8JeAg?WGA03ntCqCBAA;v115@9gA8h0ilR4C8h0glAtR4D8h0BtwwE8h0AtywC8JeAg?WGA03ntCqCBAA;v115@9gA8ilQ4ywC8glAtg0R4wwD8Bth0Q4E8Atk0C8JeAg?WGAq3ntC0CBAA;v115@9gA8Q4Bthlh0C8R4Btglg0D8g0Q4ywE8i0wwglg0C8?JeAgWGAq+jPCsXBAA
JJTOSZL,2,TLJJSO;TLJSZO;TLJJSZ;TJJSZO,Z;J;O;L,v115@9gA8ilh0R4C8glAth0R4D8Bth0wwE8Ath0ywC8JeAg?WGA03ntCqCBAA;v115@9gA8h0ilR4C8h0glAtR4D8h0BtwwE8h0AtywC8JeAg?WGA03ntCqCBAA
JTOJISL,1,TLJJSO;TILJSO;TILJJS;TIJJSO;TILJJO;ILJJSO,I;J;O;L;S;T,v115@9gA8ilzhC8glR4i0D8i0RpE8R4g0Rpg0C8JeAgWGAv?vjPCpCBAA
JJOTSZL,1,TLJJSO;TLJSZO;TLJJSZ;TJJSZO,Z;J;O;L,v115@9gA8h0ilR4C8h0glAtR4D8h0BtwwE8h0AtywC8JeAg?WGA03ntCqCBAA
JTJOISL,1,TLJJSO;TILJSO;TILJJS;TIJJSO;TILJJO;ILJJSO,I;J;O;L;S;T,v115@9gA8RpR4ilC8RpzhD8g0R4g0glE8l0C8JeAgWGAqPF?gCzCBAA
JOJTSZL,1,TLJJSO;TLJSZO;TLJJSZ;TJJSZO,Z;J;O;L,v115@9gA8h0ilR4C8h0glAtR4D8h0BtwwE8h0AtywC8JeAg?WGA03ntCqCBAA
JTJIOSL,1,TLJJSO;TILJSO;TILJJS;TIJJSO;TILJJO;ILJJSO,I;J;O;L;S;T,v115@9gA8RpR4ilC8RpzhD8g0R4g0glE8l0C8JeAgWGAqPF?gCzCBAA
JOJTSLZ,0,TLJJSO;TLJSZO;TJJSZO,Z;J;L,
JTJISOL,0,TLJJSO;TILJJS;TIJJSO;TILJJO,I;O;L;S,
JJOTSLZ,0,TLJJSO;TLJSZO;TJJSZO,Z;J;L,
JTJISLO,1,TILJSO;TLJJSO;TILJJS;ILJJSO;TILJJO;TIJJSO,J;I;O;T;S;L,v115@9gA8whg0RpglR4C8whi0R4D8whg0RpglE8whi0hlC8?JeAgWGAKujPCMHBAA
JJTOSLZ,0,TLJJSO;TLJSZO;TJJSZO,Z;J;L,
JTJSILO,1,TILJSO;TLJJSO;TILJJS;ILJJSO;TILJJO;TIJJSO,J;I;O;T;S;L,v115@9gA8whg0RpglR4C8whi0R4D8whg0RpglE8whi0hlC8?JeAgWGAKujPCMHBAA
JJTSOLZ,3,TLJJSO;TLJSZO;TLJJSZ;TJJSZO,Z;J;O;L,v115@9gA8h0ywR4C8h0glwwR4D8h0glBtE8h0hlBtC8JeAg?WGA6intCqOBAA;v115@9gA8Q4Bthlh0C8R4Btglg0D8g0Q4ywE8i0wwglg0C8?JeAgWGAq+jPCsXBAA;v115@9gA8BtglQ4ywC8ilR4wwD8g0Btg0Q4E8l0C8JeAgWG?AqvTWC0XBAA
JTJSIOL,0,TLJJSO;TILJJS;TIJJSO;TILJJO,I;O;L;S,
JJTSLOZ,6,TLJJSO;TLJSZO;TLJJSZ;TJJSZO,Z;J;O;L,v115@9gA8h0ywR4C8h0glwwR4D8h0glBtE8h0hlBtC8JeAg?WGA6intCqOBAA;v115@9gA8Q4Bthlh0C8R4Btglg0D8g0Q4ywE8i0wwglg0C8?JeAgWGAq+jPCsXBAA;v115@9gA8BtilR4C8h0glywD8j0wwE8g0Btg0R4C8JeAgWG?Aq/VWCzXBAA;v115@9gA8BtglQ4ywC8ilR4wwD8g0Btg0Q4E8l0C8JeAgWG?AqvTWC0XBAA;v115@9gA8hlBtywC8j0R4D8g0glg0R4E8g0glg0BtwwC8Je?AgWGAzf/VC6OBAA;v115@9gA8h0glBtR4C8ilwwR4D8h0ywE8j0BtC8JeAgWGAq?+TWCqXBAA
JTJSOIL,0,TLJJSO;TILJSO;TILJJS;TIJJSO;TILJJO,I;J;O;L;S,
